run_id,mechanism,optimizer,phase,point_index,lambda_multiplier,lambda,objective_gain_over_zero,task_loss_gain_over_zero,energy_penalty,energy_mean,max_norm_over_cap,mean_norm_over_cap,cap_bound_fraction,finite_status,gradient_status,gradient_norm,useful,interior,valid,failure_mode,optimizer_success,optimizer_status,optimizer_iterations,optimizer_evaluations
open_loop_moderate,linear_no_bias,adam,probe,2,2.0,205863107.29599997,1207.0018039531687,7270.598712351674,6063.5966796875,2.9454509785864502e-05,1.4239633083343506,1.1765152215957642,0.75,finite,finite,1699590.125,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,adam,probe,3,4.0,411726214.59199995,44.18880640176485,495.3149671288993,451.12615966796875,1.0956945288853603e-06,0.257194846868515,0.22946585714817047,0.0,finite,finite,3488708.5,True,True,True,valid,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,adam,probe,4,8.0,823452429.1839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finite,finite,7462625.0,False,True,False,not_useful,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,adam,bisection,5,2.8284271247461903,291134398.3302708,211.08378083034222,1196.6010953136292,985.517333984375,3.3850940326374257e-06,0.46847936511039734,0.40324676036834717,0.0,finite,finite,2403088.75,True,True,True,valid,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,adam,bisection,6,2.378414230005442,244813871.91297174,421.64057660485105,2156.410399669354,1734.769775390625,7.08607649357873e-06,0.6837198734283447,0.5830122828483582,0.0,finite,finite,1998636.75,True,True,True,valid,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,adam,bisection,7,2.1810154653305154,224495310.3767856,659.9773005996349,4746.160361757623,4086.18310546875,1.8201641069026664e-05,1.130088210105896,0.9271690249443054,0.25,finite,finite,1826998.625,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_moderate,linear_no_bias,lbfgsb,probe,0,0.5,51465776.82399999,456469707.55116886,7165023036.405685,6708553216.0,130.34979248046875,2720.79248046875,2506.623779296875,1.0,finite,finite,64537763840.0,True,False,False,cap_bound,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,21
open_loop_moderate,linear_no_bias,lbfgsb,probe,1,1.0,102931553.64799999,74469.99966558405,310130.14712137944,235660.140625,0.0022894840221852064,11.653985023498535,10.505594253540039,1.0,finite,finite,26702326.0,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,18
open_loop_moderate,linear_no_bias,lbfgsb,probe,2,2.0,205863107.29599997,539.3814116677813,2940.691214460976,2401.309814453125,1.166459514934104e-05,0.8934890031814575,0.7473011016845703,0.0,finite,finite,557425.1875,True,True,True,valid,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,linear_no_bias,lbfgsb,probe,3,4.0,411726214.59199995,108.44383799978459,272.65596122240004,164.21212768554688,3.988381536146335e-07,0.16088810563087463,0.13841462135314941,0.0,finite,finite,169685.328125,True,True,True,valid,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,linear_no_bias,lbfgsb,probe,4,8.0,823452429.1839999,43.14260320372159,94.07186830567753,50.929264068603516,6.184846057522009e-08,0.06250135600566864,0.054545387625694275,0.0,finite,finite,129538.21875,True,True,True,valid,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,linear_no_bias,lbfgsb,bisection,5,1.4142135623730951,145567199.1651354,39440.84054535445,241224.61208760852,201783.765625,0.0013861898332834244,9.493194580078125,8.144232749938965,1.0,finite,finite,11448367.0,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,17
open_loop_moderate,linear_no_bias,lbfgsb,bisection,6,1.6817928305074292,173109548.9581972,10756.5965938657,155085.57532812702,144328.984375,0.0008337436011061072,7.992143154144287,6.299169063568115,1.0,finite,finite,9568117.0,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,16
open_loop_moderate,linear_no_bias,lbfgsb,bisection,7,1.8340080864093424,188777301.73710904,942.1848045097613,8252.986236726465,7310.80126953125,3.8727121136616915e-05,1.6340092420578003,1.3613885641098022,1.0,finite,finite,1061939.125,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,affine,line_search_known_direction,probe,0,0.5,51465776.82399999,2091.6151208717165,2587.3102502662477,495.69512939453125,9.63154889177531e-06,0.6827573776245117,0.6827573776245117,0.0,finite,finite,459.6052551269531,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_moderate,affine,line_search_known_direction,probe,1,1.0,102931553.64799999,1595.9199914771852,2587.3102502662477,991.3902587890625,9.63154889177531e-06,0.6827573776245117,0.6827573776245117,0.0,finite,finite,335.681640625,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_moderate,affine,line_search_known_direction,probe,2,2.0,205863107.29599997,604.5297326881227,2587.3102502662477,1982.780517578125,9.63154889177531e-06,0.6827573776245117,0.6827573776245117,0.0,finite,finite,87.83404541015625,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_moderate,affine,line_search_known_direction,probe,3,4.0,411726214.59199995,8.237198789813192,256.0847634870788,247.84756469726562,6.019718057359569e-07,0.17068934440612793,0.17068934440612793,0.0,finite,finite,54.596343994140625,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_moderate,affine,line_search_known_direction,probe,4,8.0,823452429.1839999,8.582686579436995,39.5636321665952,30.980945587158203,3.7623237858497305e-08,0.04267233610153198,0.04267233610153198,0.0,finite,finite,28.487886428833008,True,True,True,valid,True,best_grid_amplitude,8,8
open_loop_moderate,affine,adam,probe,0,0.5,51465776.82399999,45191.953050143245,70929.93238291361,25737.978515625,0.0005000989185646176,5.758563041687012,4.872446060180664,1.0,finite,finite,10411089.0,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_moderate,affine,adam,probe,1,1.0,102931553.64799999,24400.368380785945,57611.20545319678,33210.8359375,0.0003226497210562229,4.709758758544922,3.9018335342407227,1.0,finite,finite,5816963.0,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_moderate,affine,adam,probe,2,2.0,205863107.29599997,2395.2476565254465,14166.29288971829,11771.044921875,5.717899330193177e-05,1.8767949342727661,1.6359981298446655,0.875,finite,finite,1799319.25,True,False,False,cap_bound,True,adam_all_finite,12,12
open_loop_moderate,affine,adam,probe,3,4.0,411726214.59199995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finite,finite,3500194.5,False,True,False,not_useful,True,adam_all_finite,12,12
open_loop_moderate,affine,adam,probe,4,8.0,823452429.1839999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finite,finite,7546970.5,False,True,False,not_useful,True,adam_all_finite,12,12
open_loop_moderate,affine,lbfgsb,probe,0,0.5,51465776.82399999,341288362.7435011,5663819617.084775,5322531328.0,103.4188461303711,2426.278076171875,2233.107177734375,1.0,finite,finite,55740497920.0,True,False,False,cap_bound,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,20
open_loop_moderate,affine,lbfgsb,probe,1,1.0,102931553.64799999,164199.8228109466,423527.2181872911,259327.390625,0.0025194159243255854,12.785612106323242,11.007326126098633,1.0,finite,finite,27819398.0,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,15
open_loop_moderate,affine,lbfgsb,probe,2,2.0,205863107.29599997,1073.9168107324103,10820.818298915328,9746.9013671875,4.734651884064078e-05,1.6847280263900757,1.5016281604766846,1.0,finite,finite,1259019.875,True,False,False,cap_bound,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,affine,lbfgsb,probe,3,4.0,411726214.59199995,125.08761420093924,329.28054662945215,204.19293212890625,4.959434818374575e-07,0.16920697689056396,0.15382270514965057,0.0,finite,finite,182323.875,True,True,True,valid,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
open_loop_moderate,affine,lbfgsb,probe,4,8.0,823452429.1839999,47.59650944704845,105.24329216599926,57.64678192138672,7.000620882990916e-08,0.06305692344903946,0.05784142017364502,0.0,finite,finite,126491.4375,True,True,True,valid,True,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,8,11
